"Name of commune" Residents "Change in %" "Population density per km²" "Foreign nationals in %" "0-19 years" "20-64 years" "65 years or over" "Crude marriage rate" "Crude divorce rate" "Crude birth rate" "Crude mortality rate" "Private households" "Size of households in persons" "Total surface area in km2" "Settlement and urban area in %" "Change in ha" "Agricultural area in %" "Change in ha" "Wooded area in %" "Unproductive area in %" "Employed total" "Primary sector" "Secondary sector" "Tertiary sector" "Business establishments total" "Primary sector" "Secondary sector" "Tertiary sector" "Dwelling vacancy rate" "New housing units per 1000 residents" "Social assistance rate" "FDP/PLR 2)" CVP SP SVP EVP/CSP GLP BDP PdA/Sol. GPS "Small right-wing parties"
Münchenwiler 471 188 1.9 -1.7 1.1 14.0 20.2 65.4 14.4 2.5 11.7 66.0 21.1 1.2 187 30 78 78 34 10 8 16 0.0 0.90 1.7 10.2 1.7 14.0 36.9 1.5 2.3 16.8 0.0 7.1 6.9 2.6     
Neuenegg 4,880 223 0.1 0.1 0.0 9.9 19.7 60.3 20.0 22.0 9.0 52.3 38.0 0.7 2,021 236 683 1,103 335 70 49 216 2.0 3.32 3.8 7.4 2.5 17.6 33.5 2.9 4.5 17.3 0.0 6.9 4.0 3.4     
Wileroltigen 385 93 -2.0 -3.1 -0.5 12.2 25.2 63.6 11.2 4.1 6.6 62.0 28.7 2.7 92 67 1 24 31 20 1 10 0.0 0.00 2.6 5.5 1.1 12.2 42.7 1.6 1.9 21.4 0.1 6.8 2.5 4.3     
Belprahon 300 78 1.0 1.7 -0.7 3.0 22.0 51.0 27.0 3.8 7.3 39.8 52.3 0.5 74 7 22 45 16 3 4 9 0.0 0.00 0.7 11.1 17.0 20.4 29.6 1.5 1.1 4.3 0.1 1.2 2.3 11.4     
Bévilard 1,710 301 1.5 2.3 -1.1 17.2 20.5 58.7 20.8 5.8 12.3 40.0 47.6 0.2 817 25 473 319 107 11 27 69 2.9 2.81 4.8 7.9 2.5 27.3 31.4 4.9 0.8 5.3 0.0 5.6 8.8 5.4     
Champoz 156 22 2.0 3.3 0.7 0.0 22.4 65.4 12.2 7.2 2.9 46.5 50.5 0.1 69 33 8 28 26 13 4 9 0.0 1.18 0.0 6.7 1.2 7.3 60.8 8.0 0.0 8.6 0.0 0.0 7.6 0.0     
Châtelat 104 25 -6.3 -8.1 -0.9 1.9 29.8 48.1 22.1 4.2 2.6 54.8 42.1 0.5 66 36 19 11 21 15 1 5 0.0 2.00 0.9 0.1 0.4 9.8 46.1 22.0 0.0 11.4 0.0 4.9 3.5 1.8     
"Corcelles (BE)" 209 31 -6.3 -3.6 0.0 2.9 20.6 57.4 22.0 6.8 2.4 41.4 56.2 0.0 76 19 27 30 20 6 8 6 0.0 0.92 0.5 1.0 11.7 4.9 34.3 9.2 2.3 3.6 0.1 4.7 20.7 7.4     
Court 1,422 58 2.1 1.6 0.8 8.2 24.0 56.0 20.0 24.6 4.6 34.3 60.0 1.0 717 69 465 183 128 24 44 60 0.7 5.52 4.4 8.1 3.0 16.3 45.6 5.3 2.1 3.5 0.0 3.4 1.6 11.0     
Crémines 531 56 0.2 0.2 -1.1 7.3 21.8 56.3 21.8 9.5 5.4 42.1 52.3 0.3 248 18 113 117 38 6 10 22 0.0 2.88 3.5 5.6 5.6 28.3 25.5 3.3 3.1 8.0 0.7 8.2 4.2 7.5     
Eschert 366 56 -3.2 -0.5 -0.5 14.8 23.2 58.5 18.3 6.6 4.1 40.0 55.5 0.5 116 13 80 23 22 5 9 8 2.7 4.40 0.8 8.7 4.2 16.8 44.8 0.5 1.1 6.1 2.2 5.8 2.4 7.4     
Grandval 341 41 -2.6 -1.4 -0.6 6.5 19.1 60.7 20.2 8.2 4.2 44.4 50.7 0.7 86 15 31 40 25 7 6 12 5.9 0.00 0.6 2.6 6.5 14.9 29.9 3.1 1.2 8.0 0.5 9.0 5.6 18.7     
Loveresse 321 68 1.6 0.6 0.6 7.2 21.2 58.9 19.9 4.8 5.4 46.0 47.5 1.0 171 19 73 79 28 5 7 16 3.1 0.00 1.9 4.4 1.4 22.8 35.0 3.8 5.7 3.4 0.9 5.7 10.6 6.1     
Malleray 1,987 194 1.0 1.3 -0.7 19.6 20.7 58.7 20.6 10.2 9.1 47.8 42.8 0.2 901 35 463 403 106 14 28 64 4.5 3.27 4.5 11.2 2.6 29.8 33.1 5.2 2.3 3.8 0.2 3.8 3.7 4.3     
Monible 36 11 -16.3 -32.6 2.3 2.8 30.6 52.8 16.7 3.4 1.5 49.3 48.4 0.9 20 13 0 7 7 3 0 4 0.0 9.52 2.7 5.3 0.0 3.6 27.3 0.6 0.0 7.7 0.0 18.2 0.8 36.4     
Moutier 7,553 386 1.2 1.1 -0.5 24.8 20.1 59.3 20.6 19.6 13.9 29.8 54.8 1.5 4,019 42 1,856 2,121 539 15 131 393 0.4 4.06 7.7 6.0 17.7 23.7 22.7 2.9 1.3 2.8 1.0 5.4 1.4 15.1     
Perrefitte 453 53 -5.6 -4.6 -1.3 15.5 20.1 57.2 22.7 8.6 3.9 30.3 65.5 0.2 93 28 16 49 41 10 13 18 0.0 8.66 2.4 1.3 11.0 14.4 42.6 3.9 2.4 8.0 0.1 4.1 4.4 7.8     
Pontenet 224 82 7.2 4.3 1.9 8.5 25.4 56.7 17.9 2.7 6.3 48.9 44.8 0.0 55 9 15 31 14 4 3 7 0.0 0.89 0.9 3.8 5.9 32.2 26.2 5.7 1.4 6.4 1.0 4.8 4.8 7.9     
Reconvilier 2,217 269 -0.9 -4.2 0.2 16.6 21.5 58.6 19.9 8.2 12.9 44.9 42.1 0.1 821 27 337 457 118 10 32 76 0.9 4.44 5.3 8.1 3.2 24.3 32.7 7.6 1.2 5.3 0.3 6.6 4.8 6.1     
"Roches (BE)" 208 23 -4.1 -4.6 -0.5 8.7 15.9 64.4 19.7 9.1 3.9 23.4 71.5 1.2 52 17 15 20 22 8 6 8 0.0 0.00 1.9 1.8 10.4 15.4 39.7 5.1 0.4 2.6 0.0 6.0 8.1 10.5     
Saicourt 604 44 1.9 0.5 1.3 4.6 24.0 62.4 13.6 13.8 4.3 44.7 49.9 1.0 484 44 11 430 49 19 4 26 0.0 1.27 3.5 2.0 2.4 15.3 42.3 5.8 0.7 10.7 0.0 5.7 6.8 8.2     
"Saules (BE)" 157 37 4.7 2.0 2.0 1.3 26.8 53.5 19.7 4.3 3.8 43.2 52.8 0.2 29 16 7 6 14 6 4 4 6.4 3.23 0.0 5.3 2.3 9.0 59.1 6.2 0.3 4.7 0.0 6.3 3.8 3.1     
Schelten 34 6 -17.1 -9.8 0.0 0.0 38.2 41.2 20.6 5.5 2.0 38.4 59.4 0.2 35 26 0 9 11 8 0 3 0.0 0.00 0.0 5.1 0.6 34.9 43.7 0.0 4.9 0.0 0.0 9.8 0.4 0.8     
Seehof 70 8 1.4 1.4 0.0 5.7 27.1 54.3 18.6 8.4 2.3 33.3 63.8 0.6 44 31 8 5 19 14 1 4 0.0 3.57 2.9 0.0 0.0 0.8 50.0 2.0 0.0 11.4 0.0 15.2 20.6 0.0     
Sornetan 128 23 1.6 -2.4 1.6 6.3 24.2 64.1 11.7 5.7 3.2 45.8 50.4 0.7 71 25 19 27 22 9 5 8 7.8 1.59 2.3 3.1 0.4 13.3 52.1 2.9 0.3 7.3 0.1 11.1 6.6 2.8     
Sorvilier 262 38 -0.4 -0.4 -0.8 7.3 19.1 60.7 20.2 6.8 3.5 46.1 49.3 1.2 72 21 11 40 30 8 8 14 0.0 0.00 3.0 1.4 7.6 21.5 30.9 4.1 0.1 4.1 0.0 7.4 12.8 10.1     
Souboz 135 13 2.3 1.5 0.8 11.9 25.9 56.3 17.8 10.6 1.8 38.5 59.3 0.4 67 40 4 23 28 14 4 10 0.0 0.00 0.0 2.1 2.1 23.7 50.7 2.4 0.0 3.7 0.0 11.9 2.3 1.2     
Tavannes 3,522 239 1.3 1.0 -0.1 19.8 22.8 60.7 16.5 14.8 10.9 48.1 40.9 0.1 1,424 56 513 855 257 21 53 183 2.6 10.20 9.2 6.9 2.8 28.4 29.0 6.2 1.5 4.9 0.6 7.5 4.5 7.8     
Rebévelier 45 13 -4.3 -4.3 0.0 2.2 31.1 44.4 24.4 3.6 0.6 59.7 39.7 0.0 25 23 0 2 8 7 0 1 0.0 0.00 0.0 0.3 0.0 14.4 43.7 17.2 0.2 16.6 0.0 2.7 0.2 4.9     
Diesse 439 46 -1.1 -3.8 1.8 8.7 22.3 63.6 14.1 9.5 4.6 48.0 47.3 0.1 130 24 29 77 38 10 11 17 0.0 3.23 0.0 11.4 1.4 17.7 21.7 0.3 5.3 5.0 0.8 24.9 0.5 11.0     
Lamboing 702 77 4.2 1.5 2.4 7.7 22.2 59.3 18.5 9.1 6.7 39.1 54.2 0.0 116 35 30 51 37 13 8 16 0.0 0.27 0.0 15.5 1.6 26.4 26.2 1.3 3.6 3.7 0.7 6.6 6.7 7.7     
"La Neuveville" 3,666 538 4.9 3.9 0.5 16.8 20.3 59.0 20.6 6.8 18.4 18.5 62.7 0.4 1,546 40 492 1,014 267 14 51 202 10.4 2.19 6.0 19.2 2.3 29.2 17.4 2.4 3.5 5.1 0.4 13.0 1.6 6.0     
Nods 721 27 -3.4 -2.5 -0.4 5.3 24.7 58.5 16.8 26.6 3.0 45.0 51.6 0.3 152 59 38 55 61 23 11 27 0.0 0.76 0.0 13.9 0.8 23.6 28.9 1.9 4.8 8.1 0.6 8.9 6.0 2.5     
Prêles 912 131 0.6 0.6 0.1 8.9 21.7 58.0 20.3 7.0 10.4 62.3 27.0 0.3 282 25 38 219 57 8 4 45 3.3 1.12 0.0 11.6 1.9 27.0 23.7 3.7 4.5 5.6 0.4 14.3 5.0 2.2     
Aegerten 1,781 821 2.9 2.0 0.6 13.9 18.8 59.7 21.6 2.2 29.2 37.5 28.2 5.1 376 11 185 180 99 3 31 65 0.6 3.78 4.7 7.9 1.4 23.9 31.4 3.2 4.0 18.5 0.2 4.8 2.8 1.9     
Bellmund 1,546 407 5.5 5.5 -0.1 6.2 23.7 60.3 16.0 3.8 14.7 52.0 33.1 0.3 316 30 183 103 73 12 14 47 7.1 6.45 0.8 16.6 2.4 16.6 26.9 2.9 8.3 15.0 0.1 5.8 2.6 2.8     
Brügg 4,257 853 2.4 2.1 0.3 19.7 19.7 60.9 19.4 5.0 34.3 29.5 31.5 4.6 3,130 21 1,386 1,723 311 7 82 222 0.2 3.71 10.5 8.7 2.0 21.9 29.3 3.6 5.6 15.1 0.3 7.3 2.6 3.5     
Bühl 416 140 -0.7 -2.1 0.2 2.4 19.2 62.7 18.0 3.0 7.0 88.9 3.4 0.7 76 35 12 29 27 10 5 12 0.0 0.52 1.0 6.6 1.0 10.4 37.5 2.3 5.2 25.7 0.0 4.8 0.8 5.7     
Epsach 323 95 -1.5 -0.9 -1.2 1.5 18.9 64.4 16.7 3.4 6.5 77.7 14.1 1.8 95 73 4 18 31 21 3 7 0.0 0.74 1.5 2.8 2.8 16.1 45.0 2.0 4.1 13.9 0.6 6.8 2.9 3.0     
Hagneck 406 222 -3.1 -2.1 -1.4 4.9 17.7 61.1 21.2 1.8 12.7 66.3 12.7 8.3 63 15 12 36 20 6 4 10 0.0 2.23 1.4 7.0 0.3 18.9 33.0 2.4 7.9 20.0 0.0 7.3 1.4 1.7     
Hermrigen 254 74 3.3 0.8 0.4 5.9 15.7 61.8 22.4 3.5 7.5 50.1 42.0 0.3 82 36 11 35 31 15 4 12 0.0 0.00 1.6 4.9 2.0 10.2 57.6 0.3 1.2 18.7 0.0 2.8 1.1 1.0     
Jens 674 147 -0.1 -0.6 0.3 4.0 21.5 60.4 18.1 4.6 7.4 69.6 22.8 0.2 129 46 35 48 51 15 8 28 3.0 0.35 1.0 5.5 1.1 19.6 30.6 3.3 6.0 20.6 0.5 6.4 5.3 1.3     
Ipsach 3,940 2,063 0.7 -0.2 0.4 10.4 21.3 58.0 20.8 1.9 50.5 45.3 3.7 0.5 779 9 202 568 182 3 27 152 14.7 2.52 2.6 12.5 1.8 22.7 29.6 2.1 6.6 14.0 0.1 7.1 1.5 2.2     
Ligerz 527 293 0.2 0.4 -0.4 5.5 17.1 57.9 25.0 1.8 12.9 32.0 51.1 3.9 169 92 22 55 50 24 5 21 0.0 1.25 0.0 12.1 0.7 17.6 20.8 1.8 11.5 23.2 0.6 10.0 0.2 1.6     
Merzligen 405 178 -0.2 -0.5 0.0 4.7 20.0 51.4 28.6 2.3 10.6 72.1 16.8 0.4 47 20 7 20 27 8 4 15 0.0 0.00 0.2 10.6 1.0 20.4 23.6 6.2 3.7 23.6 0.1 7.6 1.7 1.7     
Mörigen 882 408 0.6 1.6 -1.1 4.4 19.3 56.0 24.7 2.2 21.3 59.3 16.7 2.8 156 25 28 103 51 9 7 35 1.1 0.00 0.2 18.5 0.8 9.5 37.7 0.7 7.4 17.9 0.0 4.8 0.8 1.8     
Nidau 6,782 4,462 0.0 -1.0 0.0 22.1 18.1 58.3 23.6 1.5 84.2 0.0 3.9 11.8 2,679 3 982 1,694 428 1 72 355 0.1 2.34 10.5 13.7 1.7 25.6 22.0 3.8 6.2 9.2 0.4 12.4 2.0 3.2     
Orpund 2,649 669 -0.8 -1.7 0.3 14.2 19.7 59.0 21.3 4.0 20.8 39.2 37.5 2.5 725 22 449 254 127 7 35 85 0.0 4.05 5.1 6.5 1.8 23.5 35.2 2.6 4.8 13.3 0.4 5.2 4.2 2.5     
Port 3,346 1,366 1.4 2.0 -0.2 10.8 17.7 58.0 24.3 2.4 41.2 25.5 29.2 4.1 978 18 432 528 160 5 35 120 13.4 2.23 1.2 13.5 1.8 20.0 31.0 3.0 4.9 14.6 0.3 6.3 2.1 2.5     
Safnern 1,854 330 -1.0 -1.1 0.0 7.1 22.4 58.1 19.5 5.6 17.8 43.5 33.7 5.0 527 46 268 213 132 15 40 77 0.5 3.30 2.8 5.9 1.3 18.2 37.4 2.7 4.8 17.6 0.1 4.8 5.1 2.2     
Scheuren 460 219 5.7 1.8 1.8 2.4 25.7 58.9 15.4 2.1 10.5 55.7 25.7 8.1 131 25 57 49 34 10 7 17 6.5 0.00 1.1 1.4 0.6 13.7 40.4 6.1 5.6 17.5 0.0 7.9 4.7 2.0     
Schwadernau 662 160 0.8 0.9 0.2 5.1 23.3 58.3 18.4 4.1 10.2 74.3 14.6 1.0 185 46 17 122 47 17 7 23 3.0 1.61 2.3 5.4 1.1 11.5 41.0 8.2 5.1 18.2 0.0 4.7 1.4 3.2     
"Studen (BE)" 2,884 1,060 2.3 0.9 1.2 13.3 20.7 63.7 15.6 2.7 42.2 38.9 18.1 0.7 1,485 29 496 961 172 5 40 127 16.0 2.11 3.7 8.3 1.8 14.0 37.9 3.8 4.3 19.3 0.0 5.2 2.9 2.5     
Sutz-Lattrigen 1,358 377 1.1 0.4 0.5 5.9 21.7 60.8 17.5 3.6 21.3 44.0 31.6 3.0 601 37 179 385 100 13 15 72 5.2 1.33 1.5 8.5 0.9 18.3 29.7 4.7 7.5 15.7 0.1 9.6 3.2 1.8     
Täuffelen 2,653 603 1.4 0.8 0.3 6.5 19.4 58.8 21.7 4.4 23.4 59.8 10.7 6.1 1,027 66 543 418 164 16 33 115 6.8 1.09 1.3 10.2 1.4 18.9 33.0 3.0 5.2 17.8 0.4 6.6 1.8 1.7     
Walperswil 936 134 2.0 0.5 0.3 4.0 22.1 60.9 17.0 7.0 9.6 76.8 7.7 5.9 299 154 36 109 76 29 11 36 18.2 0.72 1.1 2.6 1.3 12.8 40.2 2.4 6.4 23.4 0.2 5.8 2.6 2.3     
Worben 2,211 790 -2.2 -2.1 0.1 8.9 19.6 61.7 18.6 2.8 29.4 62.4 7.5 0.7 801 79 145 578 106 12 20 74 0.5 4.81 2.5 6.8 1.2 18.8 31.3 3.3 4.2 22.0 0.0 5.0 5.2 2.1     
Twann-Tüscherz 1,095 88 -3.9 -2.7 -1.3 8.9 14.7 60.5 24.8 12.4 8.1 24.0 64.9 3.0 389 116 44 229 119 44 15 60 0.0 3.40 0.0 14.8 1.2 21.4 25.7 1.4 7.2 17.7 0.0 7.3 0.4 2.9     
Därstetten 850 26 0.1 -0.7 0.4 3.8 21.3 60.5 18.2 32.8 2.7 46.2 39.9 11.2 327 150 77 100 100 50 18 32 2.4 0.65 1.7 2.6 0.1 3.3 62.2 2.9 1.0 15.1 0.5 3.1 7.5 1.8     
Diemtigen 2,142 16 -0.6 -0.9 0.0 3.6 22.5 58.1 19.4 130.0 1.7 48.0 30.4 19.9 1,156 356 337 462 314 125 65 124 4.7 0.19 1.3 3.0 0.3 6.2 63.3 1.4 2.0 14.2 0.0 2.9 4.7 1.9     
"Erlenbach im Simmental" 1,683 46 -1.2 -1.6 0.2 5.3 19.6 59.5 20.9 36.7 3.5 50.6 38.0 8.0 816 141 145 530 172 51 34 87 4.8 0.65 4.6 3.7 0.5 8.7 43.3 1.4 3.0 23.3 0.4 5.5 6.4 3.8     
Niederstocken 248 45 -2.4 0.0 0.4 2.8 16.1 64.1 19.8 5.5 3.6 24.8 54.6 16.9 98 23 7 68 26 8 5 13 0.0 0.00 1.6 1.3 1.5 10.8 44.0 4.2 4.1 19.6 0.9 6.3 5.4 2.0     
Oberstocken 289 70 1.4 2.1 -1.1 6.2 22.8 64.4 12.8 4.1 3.9 41.0 42.2 12.9 20 5 4 11 12 2 2 8 0.0 2.26 0.0 5.1 2.4 6.9 51.7 2.1 7.4 9.5 0.3 4.3 7.9 2.5     
"Oberwil im Simmental" 813 18 1.0 1.2 -0.5 3.0 19.9 57.1 23.0 46.0 2.5 51.5 33.8 12.1 347 196 69 82 125 76 15 34 1.2 1.51 1.1 1.6 0.0 5.3 61.9 1.0 0.9 11.3 0.3 2.7 14.1 0.9     
Reutigen 980 87 2.3 2.7 0.0 4.1 19.6 61.2 19.2 11.3 4.5 46.8 45.3 3.4 262 63 50 149 63 19 9 35 0.0 2.94 3.0 3.2 0.8 9.2 42.6 3.7 3.6 22.5 0.2 5.0 5.7 3.6     
Spiez 12,549 752 0.6 0.2 -0.1 8.5 18.6 59.2 22.2 16.8 31.4 35.9 29.8 2.9 5,530 145 1,294 4,091 826 49 123 654 1.8 0.41 3.8 8.1 1.3 18.3 26.0 7.1 7.2 16.7 0.1 8.1 4.5 2.6     
Wimmis 2,468 111 3.2 1.6 1.0 7.2 21.3 60.1 18.6 22.3 7.7 28.9 47.0 16.4 1,154 97 713 344 177 28 47 102 3.6 0.49 4.6 4.3 1.2 12.3 42.3 5.2 4.0 16.8 0.4 4.5 5.4 3.6     
Gadmen 227 2 -2.2 1.7 -3.9 4.0 12.3 61.7 26.0 116.6 0.6 8.3 16.7 74.4 102 38 32 32 41 16 4 21 0.0 1.11 1.3 7.4 0.5 13.2 35.7 1.0 3.5 29.4 0.7 6.3 0.1 2.3     
Guttannen 317 2 2.3 1.0 -0.3 12.3 17.0 60.9 22.1 200.7 0.5 3.8 9.4 86.3 202 57 102 42 43 21 6 16 0.0 0.58 2.0 5.1 0.1 8.3 49.2 1.9 1.3 21.3 0.5 10.5 0.1 1.7     
Hasliberg 1,227 29 -0.9 -1.1 -0.5 17.2 25.3 54.8 19.9 41.7 3.2 52.6 32.2 12.0 834 154 60 620 147 60 16 71 2.4 0.78 0.5 5.5 2.0 15.2 43.8 1.3 1.2 16.6 0.3 8.0 5.0 1.1     
Innertkirchen 844 7 -1.5 -3.0 -1.1 8.6 18.1 61.7 20.1 120.0 0.8 15.6 20.1 63.5 597 86 73 438 97 32 13 52 5.9 0.73 1.2 6.6 0.5 8.4 55.7 1.1 1.4 15.8 0.0 5.9 1.5 3.0     
Meiringen 4,642 114 1.3 1.6 -0.8 15.5 19.0 61.8 19.2 40.7 7.5 43.6 32.6 16.3 2,806 173 574 2,059 419 65 64 290 2.6 0.40 2.1 8.5 1.1 19.6 36.5 1.8 3.6 16.0 0.0 8.6 1.7 2.4     
Schattenhalb 597 19 0.8 1.7 -0.3 13.1 21.4 56.1 22.4 31.5 2.2 26.6 39.3 31.9 588 41 95 452 42 16 9 17 1.7 0.00 2.9 4.9 0.2 10.7 45.5 0.3 2.0 24.9 0.0 8.3 2.3 1.0     
Boltigen 1,353 18 -1.7 -1.3 -1.2 3.8 19.1 58.2 22.8 77.0 2.4 53.0 35.4 9.2 518 252 71 196 184 92 21 71 0.0 0.83 1.4 3.0 0.7 8.2 58.3 1.8 1.6 16.2 0.0 4.4 3.7 2.2     
Lenk 2,463 20 2.7 1.3 0.5 14.5 18.4 61.5 20.1 123.0 2.0 36.4 23.0 38.6 1,833 348 318 1,167 351 121 48 182 15.0 0.50 0.8 8.8 1.1 9.3 48.3 2.7 3.1 16.0 0.1 4.0 5.0 1.6     
"St. Stephan" 1,346 22 -2.0 -4.4 0.1 8.5 21.5 58.0 20.5 60.9 2.4 50.6 31.9 15.1 647 246 200 201 154 82 28 44 1.5 1.19 1.6 3.6 0.7 4.8 60.5 1.8 2.5 9.4 0.0 2.4 12.8 1.5     
Zweisimmen 2,935 40 0.4 1.6 -0.8 10.0 18.1 57.4 24.5 73.2 3.4 54.9 33.7 8.1 1,687 247 290 1,150 357 97 49 211 7.8 0.00 1.7 7.6 0.6 10.2 47.7 1.5 4.7 18.0 0.0 4.4 3.5 1.7     
Gsteig 977 16 -0.6 -1.2 -0.5 13.8 18.0 65.4 16.6 62.4 1.4 37.1 36.2 25.3 420 125 98 196 131 50 23 58 11.3 1.36 2.1 3.1 1.0 4.9 61.9 1.2 7.1 14.5 0.0 2.6 1.1 2.7     
Lauenen 816 14 1.7 0.1 1.5 11.4 21.6 60.9 17.5 58.7 1.3 38.1 25.0 35.6 366 172 69 125 115 58 17 40 8.6 0.29 1.1 3.8 0.1 7.9 65.8 2.4 2.2 9.9 0.0 2.7 4.3 0.8     
Saanen 6,807 57 -2.1 -2.6 -0.4 24.9 19.2 62.3 18.4 119.7 4.6 51.3 35.3 8.9 6,504 489 1,368 4,647 927 199 124 604 6.9 1.27 1.2 11.2 1.0 5.9 51.4 2.7 4.2 15.1 0.1 3.5 3.1 1.8     
Guggisberg 1,553 28 -0.6 -0.2 -0.9 2.6 21.2 57.7 21.1 54.9 3.0 52.5 39.5 5.0 577 314 62 201 197 124 22 51 0.0 0.34 2.1 1.9 0.6 8.3 53.3 3.9 2.8 14.4 0.2 5.4 5.3 4.0     
Rüschegg 1,612 28 -2.7 -6.0 0.1 3.6 18.6 61.2 20.2 57.4 3.0 41.5 49.7 5.8 516 151 74 292 165 63 21 81 1.2 4.99 2.7 6.3 1.3 13.8 43.6 2.7 2.8 13.3 0.0 8.0 3.6 4.4     
Schwarzenburg 6,773 151 1.5 1.5 -0.2 5.4 20.4 60.6 19.0 44.8 7.8 62.2 27.9 2.1 3,226 585 1,045 1,596 611 207 97 307 3.8 0.46 3.4 5.7 1.9 20.1 35.7 3.7 3.7 14.7 0.5 6.9 3.5 3.5     
Belp 11,108 477 4.4 3.5 0.6 11.8 19.9 61.9 18.2 23.3 14.2 57.5 26.0 2.3 5,108 301 1,194 3,612 742 77 122 543 5.9 1.51 4.0 7.7 2.5 17.4 31.0 4.5 4.7 15.8 0.3 7.1 6.6 2.3     
Burgistein 1,031 137 -0.3 -0.5 -0.6 2.3 22.1 61.0 16.9 7.5 9.7 76.4 13.1 0.8 263 94 75 94 89 35 12 42 1.0 0.85 2.4 5.0 1.0 19.3 39.7 3.6 1.7 15.1 0.2 7.3 4.9 2.1     
Gelterfingen 254 73 3.3 0.8 0.8 3.5 12.2 63.4 24.4 3.5 5.5 69.7 24.2 0.6 92 42 19 31 33 15 3 15 3.9 0.00 1.2 1.6 0.5 15.8 54.9 0.8 1.1 17.2 0.3 1.5 1.6 4.7     
Gerzensee 1,184 152 6.9 5.1 1.7 6.0 22.0 61.1 16.8 7.8 8.9 67.3 20.2 3.6 288 85 35 168 96 32 13 51 3.4 0.74 0.6 6.8 1.5 11.9 38.5 1.8 6.4 15.3 0.1 9.3 6.0 2.6     
Gurzelen 817 180 0.6 1.4 -0.4 2.2 26.1 59.7 14.2 4.5 6.7 80.0 13.1 0.2 199 95 40 64 68 33 14 21 0.0 0.00 0.6 4.3 0.3 9.5 41.8 4.2 2.8 17.1 0.1 8.4 7.7 3.6     
Jaberg 252 191 -2.7 -2.7 -0.4 3.2 22.2 63.9 13.9 1.3 18.8 53.1 23.4 4.7 56 13 18 25 19 5 1 13 0.0 0.00 0.4 * * * * * * * * * * *     
Kaufdorf 1,048 509 1.8 0.7 0.8 8.7 24.3 61.5 14.1 2.1 20.0 64.3 14.3 1.4 187 30 61 96 66 12 14 40 0.0 2.31 2.4 6.4 1.9 20.6 28.3 3.8 4.3 15.2 0.1 10.3 4.9 4.4     
Kehrsatz 4,120 928 0.9 -0.8 1.0 19.0 21.8 57.9 20.3 4.4 21.2 54.6 22.3 1.8 948 59 200 689 212 17 41 154 1.0 1.26 6.2 10.5 3.3 18.8 25.0 5.5 6.3 14.0 0.2 8.0 5.5 2.9     
Kienersrüti 51 69 6.3 8.3 0.0 2.0 21.6 58.8 19.6 0.8 2.6 85.5 11.8 0.0 19 17 0 2 6 5 0 1 0.0 0.00 1.9 * * * * * * * * * * *     
"Kirchdorf (BE)" 881 144 8.2 7.0 0.0 3.7 23.5 60.5 16.0 6.1 11.5 68.2 17.9 2.5 337 103 86 148 87 27 17 43 14.8 1.01 0.5 4.7 1.3 11.9 38.3 4.4 5.6 15.2 0.2 9.5 5.7 3.1     
Kirchenthurnen 272 218 -0.4 -0.7 1.1 2.9 16.9 59.9 23.2 1.3 11.9 77.0 10.3 0.8 56 23 19 14 16 8 1 7 0.0 0.69 3.3 6.7 0.6 8.3 35.6 5.7 1.1 20.0 0.0 4.4 11.7 5.9     
Lohnstorf 218 121 -4.4 -4.8 0.4 2.8 24.8 59.2 16.1 1.8 6.6 90.7 1.6 1.1 82 35 14 33 19 11 2 6 0.0 0.00 0.0 3.6 0.9 20.2 44.4 0.7 4.6 16.0 0.4 4.0 3.7 1.5     
"Mühledorf (BE)" 258 113 11.2 9.5 4.3 3.9 25.2 60.1 14.7 2.3 7.0 87.3 5.2 0.4 57 26 5 26 17 11 2 4 0.0 0.00 0.0 7.8 1.9 12.4 38.1 0.4 13.1 21.7 0.0 2.8 1.0 0.7     
Mühlethurnen 1,372 468 1.0 0.1 0.5 4.3 20.6 60.9 18.4 2.9 19.5 72.3 7.5 0.7 253 28 62 163 70 11 16 43 0.0 2.83 2.0 6.7 1.5 18.0 25.4 4.8 5.8 15.8 0.4 14.1 4.7 2.8     
Niedermuhlern 461 64 -0.6 -1.3 -0.2 4.6 19.7 63.8 16.5 7.2 6.1 75.8 18.1 0.0 136 91 7 38 49 32 4 13 0.0 2.15 0.8 * * * * * * * * * * *     
Noflen 286 105 11.7 7.8 4.3 7.0 25.2 60.5 14.3 2.7 5.8 80.7 13.5 0.0 124 88 6 30 37 24 3 10 35.0 2.36 3.0 * * * * * * * * * * *     
Riggisberg 2,401 80 0.3 0.3 -0.3 3.9 21.8 57.4 20.7 29.9 5.4 42.9 51.0 0.7 1,600 165 247 1,188 236 61 51 124 2.5 4.33 2.4 6.7 1.6 10.6 45.9 4.9 2.8 17.3 0.3 4.6 3.0 2.4     
Rüeggisberg 1,846 52 -0.9 -0.7 -0.1 2.6 20.6 60.1 19.3 35.7 4.3 64.3 29.6 1.8 677 349 99 229 249 137 33 79 0.5 0.74 2.0 3.0 0.9 8.0 50.7 3.0 2.2 17.5 0.3 5.9 5.5 3.0     
Rümligen 438 94 -1.6 -3.8 1.3 5.3 18.0 65.8 16.2 4.7 7.5 75.5 16.6 0.4 124 62 27 35 43 20 8 15 0.0 3.20 0.9 2.7 0.7 13.4 37.4 5.3 4.2 20.0 0.1 8.1 5.3 2.8     
